,App Version Code,App Version Name,customer comment date,Star Rating,Customer_review
617,7.0,1.3.3,2020-05-08T12:15:42Z,2,Soy Jorge Alvarado desempleado y ya hice todo el proceso para mí subsidio de desempleo y no he recibido ninguna respuesta agradezco información y el subsidio en esta situación grave
618,7.0,1.3.3,2020-05-08T23:33:15Z,1,Mala. Le doy solo 1 por que no puedo darle menos. Necesito realizar un movimiento de la Tarjeta compensar y solo lo dejan hacer por la app y no me deja ingresar.
619,7.0,1.3.3,2020-05-08T23:49:45Z,2,"Es muy mala, se trata y se pone lenta y cuando por fin logro ingresar no responde bien y se finaliza sola"
620,7.0,1.3.3,2020-05-08T23:53:19Z,1,"Disculpen, sabemos que el canal principal para avisar los errores es enviando el correo pero para eso sirve esta sección, para que nos tengan en cuenta y corrijan errores. Mi problema es que no me ingresa ni siquiera mi cuenta de transacciones en línea por lo que se queda cargando y después aparece el error."
621,7.0,1.3.3,2020-05-09T00:47:38Z,1,La calificó una estrella porque le falta mucho la plataforma o estar muchos errores
623,7.0,1.3.3,2020-05-09T00:50:55Z,1,Mala es muy lenta para abrir
624,7.0,1.3.3,2020-05-09T01:55:23Z,1,"La aplicación se demora en cargar y a lo último dice error de conexion, intento una y otra vez y nada, envío correo al soporte técnico y ni si quiera se envía por que lo bloquea."
625,7.0,1.3.3,2020-05-09T06:05:30Z,1,No sirve esa app.nunca me funciona Lo único que me sale en esa pésima aplicación es ..algo salió mal ....y ya ahí se queda
627,7.0,1.3.3,2020-05-09T13:30:29Z,5,"Que buena App, ya no tendré que llamar a consultar mi saldo 🥰, Excelente 👌"
628,7.0,1.3.3,2020-05-09T16:21:04Z,1,"Que app tan mala, no sirve para nada. Ni para ver el saldo... que groseria"
629,7.0,1.3.3,2020-05-09T16:31:10Z,1,He instalado 2 veces la App; lamentablemente sigue sin funcionar.. No me permite ingresar.
631,7.0,1.3.3,2020-05-09T16:57:00Z,4,Buena
634,7.0,1.3.3,2020-05-10T13:10:22Z,2,No e podido aser retiros y no me informa donde puedo retirar
635,7.0,1.3.3,2020-05-10T18:44:01Z,1,"La verdad no le veo ninguna utilidad, no hay instrucciones o un demo, una indicación para que sirve la App."
637,7.0,1.3.3,2020-05-11T00:08:14Z,1,Mala app no sirve no se para que crean un app que no sirve. Me registró y me dice que no tengo un correo registrado si llevo años con esta caja. Y siempre he registrado el mismo correo en todas mis solicitudes.. si van a crear una app hagalan bien.
638,7.0,1.3.3,2020-05-11T03:32:37Z,1,"Muy mala! Nunca abre cuando se necesita siempre esta en fuera de servicio, una estrella es mucho como calificativo. Mejoren lo por favor!"
639,7.0,1.3.3,2020-05-11T20:50:20Z,1,"Pésima aplicación, nunca se puede realizar la operación por este medio y segundo no cuentan con puntos para retirar dinero."
640,7.0,1.3.3,2020-05-11T21:12:08Z,1,"Esta app es de lo peorcito que hay, no me deja ingresar y cuando puedo no me deja hacer nada y necesito el token, ya que hay tantos comentarios negativos deberían replantearse el funcionamiento de esta aplicación."
641,7.0,1.3.3,2020-05-11T22:31:49Z,1,Desde que la descargue no he podido entrar a mi cuenta.
644,7.0,1.3.3,2020-05-12T02:54:24Z,1,"No ha sido posible ingresar a la aplicación, dicen que me envían un msn de texto al celular registrado y nunca llega."
645,7.0,1.3.3,2020-05-12T16:11:25Z,1,"Buena día, Necesito retirar el subsidio urgente y ésta app no sirve, que hago??? Ayudaaaas"
646,7.0,1.3.3,2020-05-12T17:38:15Z,1,Mala muy mala nunca permite ingresar y para rematar deshabilitan el numero 3077004 que era por don de se consultaba el saldo 😡😡
647,7.0,1.3.3,2020-05-12T18:10:11Z,1,No se puede ingresar se queda cargando... Q perdida de tiempo.
648,7.0,1.3.3,2020-05-12T18:23:16Z,5,Buenas tardes como hiciera para saber si fui beneficiaria en el subsidios de desempleo monetario gracia
649,7.0,1.3.3,2020-05-12T20:56:59Z,1,Buenas nesecito instalar la billetera móvil gracias me pueden ayudar
653,7.0,1.3.3,2020-05-13T01:14:25Z,1,Pésima no deja entrar a la billetera porque se queda procesando y no pasa nada después de ingresar los datos de transacciones en línea
654,7.0,1.3.3,2020-05-13T01:34:26Z,1,Llevo 3 dias tratando de solicitar un pin que supuestamente llega a mi celular y nada no pasa nada!!!
655,7.0,1.3.3,2020-05-13T01:57:31Z,5,Muy buena y util
657,7.0,1.3.3,2020-05-13T11:53:19Z,5,Buenisima
658,7.0,1.3.3,2020-05-13T12:28:27Z,3,"Inicialmente la instalé hace un tiempo por recomendación de un mensaje de texto que llegó a mi celular, no me pareció muy útil, y nunca recibí el obsequio o algo asi que prometían, ahora la la volví a instalar esperando poder utilizar el subsidio y no hay como, sería bueno poder hacer pagos con el mismo."
659,7.0,1.3.3,2020-05-13T18:27:44Z,1,La aplicación más de la mitad del tiempo está caída o se queda cargando
660,7.0,1.3.3,2020-05-13T18:46:50Z,1,"Acabo de descargarla y se queda cargando y no ingresa, no funciona. Que mal."
661,7.0,1.3.3,2020-05-13T19:59:42Z,1,Que peste de aplicacion
663,7.0,1.3.3,2020-05-13T22:46:35Z,2,Buenas tardes la verdad no he podido ingresar ya que cuando deseo hacerlo me pide una clave la cual me envian a.mi celular y nunca llega
664,7.0,1.3.3,2020-05-14T00:30:14Z,5,Muy eficiente
666,7.0,1.3.3,2020-05-14T03:17:01Z,5,gracias quiero Saver si el subsidio de emergencia se puede retirar en efectivo y dónde Gracias
667,7.0,1.3.3,2020-05-14T03:29:13Z,5,funcional y muy rapida por eso le 5 estrellas
668,7.0,1.3.3,2020-05-14T04:27:06Z,5,Sencilla pero me dice lo que tengo que saber. Cuando consignan y donde esta el dinero.
670,7.0,1.3.3,2020-05-14T13:41:52Z,1,Es una porqueria solo sirvió un día y de allí no ah vuelto a entrar porque se queda pensando no sirve para nada
672,7.0,1.3.3,2020-05-14T15:29:06Z,1,"Es una aplicacion lenta, no permite entrar, además siempre tiene problemas y dice intenta más tarde."
673,7.0,1.3.3,2020-05-14T15:39:03Z,1,Se demora mucho no me deja hacer retiros
674,7.0,1.3.3,2020-05-14T15:46:01Z,1,Muy lento y no deja ingresar
675,7.0,1.3.3,2020-05-14T16:34:30Z,1,Pésima cuando no quiero abrir. Se pone lenta no deja ver el saldo... Definitivamente todavía le falta para ser una buena aplicación
676,7.0,1.3.3,2020-05-14T17:27:44Z,1,"entra cuando le da la gana, no funciona con datos solo funciona cuando se está conectado a una red wifi, muy mala"
677,7.0,1.3.3,2020-05-14T17:31:44Z,1,No permite hacer retiros sin tarjeta
678,7.0,1.3.3,2020-05-14T18:23:02Z,1,"Muy lenta, se bloquea constantemente y cuando por fin deja entrar, se queda en blanco, no muestra la información bien"
679,7.0,1.3.3,2020-05-14T18:28:26Z,1,No ingresa para nada
680,7.0,1.3.3,2020-05-14T21:40:32Z,1,"Pésima, lleva dos días que no carga, se traba, no deja hacer nada."
681,7.0,1.3.3,2020-05-14T23:10:46Z,1,Mala y los asesores que hay en los puntos REC lo atienden a unos muy mal como si la plata saliera del bolsillo de ellos
682,7.0,1.3.3,2020-05-15T00:48:08Z,1,"Se bloquea la aplicacion, ni permite que el usuario pueda ingresar. Pésima"
685,7.0,1.3.3,2020-05-15T15:18:14Z,1,Esta aplicación es mala se queda cargando nada ágil que pereza
687,7.0,1.3.3,2020-05-15T15:23:06Z,1,"La app, se queda cargando, dure 03 dias para ingresar con la nueva contraseña y ahora que necesito realizar un giro y la app se queda cargando."
688,7.0,1.3.3,2020-05-15T15:52:01Z,1,Se queda cargando no entra al portal sirvio hace un tiempo cuando la instale
691,7.0,1.3.3,2020-05-15T17:29:09Z,1,No anda nunca!
692,7.0,1.3.3,2020-05-15T17:50:47Z,1,Nunca funciona
693,7.0,1.3.3,2020-05-15T17:54:09Z,1,No me carga la informacion de mi targeta apesar de que la e reinstalado en varias ocasiones
694,7.0,1.3.3,2020-05-15T17:57:01Z,1,"Malísima la aplicación, puede uno tener la mejor señal y wifi que la aplicación es muy lenta para los procesos"
695,7.0,1.3.3,2020-05-15T18:03:11Z,1,Muy mala aplicación ....
696,7.0,1.3.3,2020-05-15T19:24:59Z,1,"Que aplicación tan mala para mi no se merece ni una estrella, llevo 2 horas intentado ingresar y no he podido,sale con problemas de conexión teniendo una excelente señal de wifi y datos.. que pesimo servicio de compensar"
697,7.0,1.3.3,2020-05-15T19:29:17Z,1,"Que aplicación tan pésima, es lenta, no deja ingresar, con datos que aparecen y desaparecen lo cual lleva a dudar de su información. Además en horas de la noche nunca está disponible. Pésima billetera."
701,7.0,1.3.3,2020-05-15T20:31:51Z,1,No sirve en nada la aplicacion siempre sale error de conexion o no se pudo realizar la operacion realmente no eh podido ver nada
704,7.0,1.3.3,2020-05-15T21:42:25Z,1,Buenas tardes nunca he podido ingresar siempre dice que en este momento no funciona
705,7.0,1.3.3,2020-05-15T21:44:18Z,2,Se queda cargando y al final dice en este momento no podemos realizar la operación es tedioso el ingreso
707,7.0,1.3.3,2020-05-15T21:55:15Z,1,Esa aplicación nunca funciona hay que vivirla desinstalando
709,7.0,1.3.3,2020-05-15T23:55:25Z,4,Muy útil. Buena app
711,7.0,1.3.3,2020-05-16T00:22:24Z,1,😔
712,7.0,1.3.3,2020-05-16T00:25:57Z,1,"Que perdida de tiempo, esta app no funciona, se queda cargando.... Luego indica que no puede procesar la informaciom"
714,7.0,1.3.3,2020-05-16T01:05:16Z,1,"No sirve, uno intenta acceder y no permite el ingreso!!!"
715,7.0,1.3.3,2020-05-16T02:26:15Z,1,"Nunca sirve, se queda cargando y al final dice se produjo un error intente mas tarde. Al final en ningún momento funciona"
716,7.0,1.3.3,2020-05-16T03:49:01Z,1,"Necesito retirar el subsidio de desempleo, al diligenciar el formato registre mi cuenta de ahorros y aun asi me lo consignaron en esta opcion, pesimo servicio me pusieron a voltear por toda Bgta para encontrar un PuntoRed y cuando llego a uno la app no me deja generar el Pin ni siquiera me permite el ingreso a la App. Necesito que me colaboren necesito la ayuda que compensar me dio :("
718,7.0,1.3.3,2020-05-16T09:08:27Z,1,No funciona!! Lástima
720,7.0,1.3.3,2020-05-16T12:48:03Z,1,Es demasiado mala no llega ningún mensaje no deja dar ningún ingreso
721,7.0,1.3.3,2020-05-16T13:31:57Z,1,Terrible me he quejado con la superintendencia de Subsidio familiar ya que no solucionan este Mal servicio. La aplicación nunca abre. El código de acceso lo manda media hora después y no abre ...los códigos de los tokens no sirven. Tendran que pagar una gran multa por incumplimiento y vulneración de derechos a los usuarios.
723,7.0,1.3.3,2020-05-16T17:36:58Z,1,No funciona bien!
724,7.0,1.3.3,2020-05-16T18:16:11Z,1,No he podido ver saldo ni nada en general
725,7.0,1.3.3,2020-05-16T18:27:27Z,2,Muy lenta la app a la hora de cargar la información.
726,7.0,1.3.3,2020-05-16T18:40:21Z,1,Q app tan mala hay q mejorar
727,7.0,1.3.3,2020-05-16T18:42:09Z,1,No funciona para nada
728,7.0,1.3.3,2020-05-16T19:00:52Z,1,"Buenas tardes, últimamente la aplicación no me quiere abrir, no he podido retirar mi subsidio de emergencia porq en cienaga magdalena no hay puntored. Deseo que me regalen otra opcion para poder retirar. Gracias!!"
729,7.0,1.3.3,2020-05-16T19:06:20Z,1,Nunca sirve
731,7.0,1.3.3,2020-05-16T21:42:25Z,4,Buena app ya no necesito mi tarjeta física
732,7.0,1.3.3,2020-05-16T22:24:42Z,1,Buenas tarde descar gue la billetera movil y me pide contraseña no e podido ingresar
735,7.0,1.3.3,2020-05-17T21:19:33Z,1,"La aplicación es pésima trate de llevarme una experiencia sin importar los comentarios, pero en realidad si somos muchos los inconformes... De verdad mejoren la aplicación.😡"
738,7.0,1.3.3,2020-05-18T15:00:09Z,1,"Pesima app si no es que la cc y la contraseña no coiciden, dice q se ha boqueado por seguridad, cada q se va usar hay q desinstalarla y volverla a descargar, muy mala"
739,7.0,1.3.3,2020-05-18T16:17:14Z,1,"La app no sirve,tiene muchos inconvenientes para entrar muy mal servicio"
740,7.0,1.3.3,2020-05-18T18:54:45Z,1,"No sirve, estoy intentando generar el token para retirar y dice que no tengo saldo en ningun bolsillo, se queda cargando, aveces no lee los datos correctamente, es una porquería de app.Actualización,pude retirar la mitad de la plata con un token y genere el segundo token y fui a sacar la plata y le dio error en el puntored al muchacho y en mi billetera aparecía que si habia retirado, ya hice el reclamo y me dijeron que tenia que esperar 10 días para la respuesta,estoy sin plata y no fue mi culpa"
742,7.0,1.3.3,2020-05-19T00:01:18Z,2,Es un poco complejo
743,7.0,1.3.3,2020-05-19T02:16:35Z,1,"Que página de mala calidad, vive caiga todo el tiempo"
746,7.0,1.3.3,2020-05-19T05:33:25Z,1,"Muy mala, no sirve, trato de ingresar y sale un mensaje que tengo en proceso la contraseña en la página web. Y en la página no envían ni solucionan nada 😓"
747,7.0,1.3.3,2020-05-19T11:03:42Z,5,La aplicación es buena al principio me costó un poco pero ya aprendí a manejarla la e recomendado y me dicen que les gusta
748,7.0,1.3.3,2020-05-19T18:02:12Z,1,No logro ingresar la clave que envían por mensaje de texto 🙄
749,7.0,1.3.3,2020-05-19T18:31:04Z,5,Muy buena la app me sirve perfectamente
752,7.0,1.3.3,2020-05-19T23:23:33Z,1,No me deja entrar y dice que usuario no existe y luego que el correo es inválido 😔😥
753,7.0,1.3.3,2020-05-20T01:54:00Z,1,La aplicación es muy pésima no deja ingresar en el momento que se necesita y no he podido reclamar mi subsidio de desempleo somos varios usuarios que nos vemos afectados para poder retirar la ayuda .
755,7.0,1.3.3,2020-05-20T04:03:43Z,1,"No me deja ingresar a la aplicacion, digito lo datos correctos y se queda cargando hasta que sale un aviso en el momento no puede ingresar intente mas tarde y asi en repetidas ocasiones."
760,7.0,1.3.3,2020-05-21T11:15:09Z,5,Excelente a mi me funciona de maravilla
761,7.0,1.3.3,2020-05-21T15:16:07Z,2,Seria posible que me ayuden porfavor ya que me e dirigido a los puntored en los cuales se supone que puedo hacer el retiro del subsidio de emergencia pero a sido imposible ya que a los que me e dirigido dicen que no estan autorizsdos para pagar el subsidio. Y al generar el codigo me a tocado actualizar la clave por que me dice q la clave y el documento no coinciden
762,7.0,1.3.3,2020-05-21T15:34:07Z,2,"Buen dia , No he podido abrir la aplicación desde hace días , tiene algún problema? No he podido ver mi saldo."
763,7.0,1.3.3,2020-05-21T21:26:27Z,1,"No es una buena aplicación, se requiere de varios intentos para ingresar y cuando parece que está funcionando se devuelve al inicio y no te arroja la información que necesitas para las transacciones. 😒"
764,7.0,1.3.3,2020-05-21T23:02:58Z,1,"Muy mala app... He tratado de retirar el dinero subsidio y no he podido... Llamo a compensar y las niñas q atienden no saben nada se refieren a la pagina... La información no es la correcta... Con billetera móvil no se puede retirar ni hacer compras... No sirve para nada solo, para perder tiempo."
765,7.0,1.3.3,2020-05-21T23:40:52Z,1,"Hl. Ami me pide la clave de 6 digitos, pero mi clave es de 4 digitos... Y noc q tipo de clave es.."
766,7.0,1.3.3,2020-05-22T14:34:57Z,1,Mala esa aplicación
768,7.0,1.3.3,2020-05-22T16:38:23Z,1,Voy a generar token para retiro y en la entidad no deja generar el retiro.
769,7.0,1.3.3,2020-05-22T17:02:16Z,4,Muy buena opción para en este momento de aislamiento.
770,7.0,1.3.3,2020-05-22T19:41:04Z,5,Me ha funcionado muy bien.
771,7.0,1.3.3,2020-05-22T22:21:05Z,1,"Es una porquería no sirve para nada nisiquiera deja ingresar que servicio tan pésimo, en la línea tampoco dan razón de nada ahora ya no se puede consultar el saldo en ningúna parte ahora los usuarios no tenemos el derecho de conocer el saldo que horror que servicio tan malo"
772,7.0,1.3.3,2020-05-22T22:32:38Z,1,Muy mala no me deja entrar solucioné eso
773,7.0,1.3.3,2020-05-22T23:05:21Z,1,Malísima aplicación la verdad estoy muy disgustada ahora te dicen que todo lo hagas por esta app y nisiquiera te deja ingresar me ha echo cambiar la contraseña 3 veces y que no coincide que no es el número de CC y no puedo ingresar
774,7.0,1.3.3,2020-05-22T23:16:33Z,1,Simplemente no funciona....nisiquiera puedo ver mi saldo...
775,7.0,1.3.3,2020-05-22T23:19:44Z,4,Excelente app
776,7.0,1.3.3,2020-05-22T23:24:50Z,2,"Rara vez funciona, no se puede contar con la aplicación"
777,7.0,1.3.3,2020-05-22T23:35:18Z,1,"La verdad no funciona pongo mi numero de cedula y clave, se queda pensando y de hay no pasa"
778,7.0,1.3.3,2020-05-22T23:38:31Z,1,Nunca puedo ingresar siempre sale un error
779,7.0,1.3.3,2020-05-23T00:41:50Z,5,Muy buena opción para atravesar esta pandemia
780,7.0,1.3.3,2020-05-23T14:51:17Z,5,Muy buena aplicación
781,7.0,1.3.3,2020-05-23T17:53:39Z,3,"Me gustaría que de ser posible, permitieran realizar transferencias a cuentas bancarias, ya que a veces es difícil conseguir un punto donde se pueda retirar el subsidio o un almacén específico para hacer compras. Lo sugiero ya que hoy me pasó que en el sitio donde fui para realizar el retiro del subsidio, me informaron que estaba caída la página de compensar y pues sería más fácil poder hacer transferencia a una cuenta bancaria y retirarla por cajero."
782,7.0,1.3.3,2020-05-23T18:57:03Z,5,"Muy buena, sería interesante que se integrarán para hacer los pagos de créditos"
783,7.0,1.3.3,2020-05-23T22:15:16Z,2,Llevo tres días buscando un PUNTO RED para retirar el SUBSIDIO FAMILIAR por medio de la aplicación porque no tengo la tarjeta en físico y ha sido imposible encontrar uno...
784,7.0,1.3.3,2020-05-24T00:05:05Z,2,Me pide todos mis datos y cuando termino de darlos me dice que no son verdaderos muy mal ya que no se que datos tendrán si no son los mismos
788,7.0,1.3.3,2020-05-24T19:09:50Z,4,"Muy lenta, siempre sale un aviso que no deja entrar, terrible, puede ser muy práctica pero hay que mejorarla, muy lenta demasiado, te hace escribir la contraseña muchas veces"
789,7.0,1.3.3,2020-05-25T01:11:54Z,5,Excelente opción de servicio.
791,7.0,1.3.3,2020-05-26T18:12:58Z,1,No sé si mi correo esta mal pero no me deja ingresar dice que número de documento o clave o el correo esta mal no me deja ingresar y me dan un número y no contestan cómo hago para verificar mis datos
792,7.0,1.3.3,2020-05-26T18:53:37Z,1,Siempre que uno intenta ingresar se queda pegada la app
794,7.0,1.3.3,2020-05-26T19:19:26Z,1,Desde que la instale no he podido ingresar ya que se queda cargando sin avanzar que puedo hacer ?
795,7.0,1.3.3,2020-05-26T19:44:43Z,1,"Ingreso con mi clave, pero no está habilitada ninguna opción, es decir no sirve para nada"
798,7.0,1.3.3,2020-05-27T04:43:31Z,5,Excelente
801,7.0,1.3.3,2020-05-27T17:31:29Z,5,Me funciono perfecto y es muy facil de manejar...
803,7.0,1.3.3,2020-05-27T23:56:17Z,1,"Es muy lenta se demora más de 15 minutos en abrir para consultar algo, pésima aplicación"
807,7.0,1.3.3,2020-05-28T02:20:42Z,1,Buenas quisiera información del como tiene que aparecer en el cajero para poder retirar la plata y que cajeros están habilitados hoy fui a 3 cajeros diferentes y no se podía hacer la transacción
808,7.0,1.3.3,2020-05-28T13:23:47Z,5,Sería genial que enviaran el certificado de pago al correo electrónico...veo en la app cuánto debo pagar pero no veo la evolución del crédito... gracias!!
809,7.0,1.3.3,2020-05-28T15:52:06Z,1,No sirve intento y no me deja ingresar 🙄
810,7.0,1.3.3,2020-05-28T20:39:52Z,5,Exelente
811,7.0,1.3.3,2020-05-28T21:12:41Z,1,Seria bueno que dieran alguna comunicación con asesor ya que siempre se caen las llamadas deben dejar algún chat
814,7.0,1.3.3,2020-05-29T02:50:33Z,1,"La aplicación no está funcionando, no deja ingresar! Por favor revisar."
817,7.0,1.3.3,2020-05-29T05:46:36Z,1,La mayoría de tiempo no sirve
818,7.0,1.3.3,2020-05-29T11:05:10Z,1,Lo Descargue Y jamás Me Dejó Entrar Se Queda Pensando Que Estrés....
820,7.0,1.3.3,2020-05-29T16:13:10Z,4,Buena app
823,7.0,1.3.3,2020-05-29T19:11:01Z,2,Hola no puedo crear mi usuario y el chat en linea no sirve nunca que hago?
825,7.0,1.3.3,2020-05-29T20:35:44Z,3,Buenas tardes necito k me colaboren para desbloquear mi tarjeta donde me puedo dirigir o en que me pueden ayudar
827,7.0,1.3.3,2020-05-30T03:29:28Z,3,Muy lento pero util para saber el saldo
831,7.0,1.3.3,2020-05-31T05:47:48Z,1,No me ha servido muestra un error
835,7.0,1.3.3,2020-06-01T22:46:41Z,1,2 horas para poder lograr algo con esta aplicación.
837,7.0,1.3.3,2020-06-02T17:52:20Z,1,Permite el ingreso de forma fácil y los tutoriales no dan la información necesaria
838,7.0,1.3.3,2020-06-02T18:34:25Z,5,Genial
840,7.0,1.3.3,2020-06-02T21:29:51Z,1,"Me pareció práctica para consultar saldo pero no deja hacer retiros sin tarjeta, no me han entregado la tarjeta, pensé que por ser app se podía retirar solo con el token pero no. En todos los puntos de mercado piden tarjeta no saben sobre el token . Intenté también en un servibanca sin tarjeta con el toquen y tampoco.. Gracias por la respuesta, pero no fue útil . Primero el enlace que ponen en la respuesta no abre Volví a un punto red y no tienen idea de la app 🤔 mm"
843,7.0,1.3.3,2020-06-03T05:59:18Z,1,Muy mala a cada rato sale que no está disponible no deja retirar no genera nada solo perdida de tiempo ahora cada vez que entro a la aplicación dice que contraseña incorrecta y ya con tantas veces que e cambiado la contraseña ya no me acuerdo la de la tarjeta física no he podido retirar nada que piedra .
844,7.0,1.3.3,2020-06-03T09:15:40Z,5,Excelente
845,7.0,1.3.3,2020-06-03T16:14:12Z,1,"No puedo retirar ni transferir el dinero a una cuenta bancaria, pésimo servicio, necesito soluciones"
847,7.0,1.3.3,2020-06-04T06:02:02Z,2,"No es muy buena, casi siempre está caída la plataforma"
848,7.0,1.3.3,2020-06-04T13:14:02Z,1,No encontré la ruta para el trámite que necesito
849,7.0,1.3.3,2020-06-04T16:22:49Z,5,"Bien, primero uno se debe registrar en la página web de compensar y después si descargas la app."
850,7.0,1.3.3,2020-06-04T22:31:42Z,4,Buenas tardes. La aplicacion funciona bien. Pero porfavor les pedimos que actualicen la pagina y brinden mas servicios ya que emcontrar un punto red es complicado o un almacen exito siempre quedan lejos.lo dijo por mi y muchos mas que la pagina perfima hacer transferencias bancarias o active la opcion de retirar por un auto giro directo a un baloto o un gane qie de esos hay miles en colombia. Muchas gracias
852,7.0,1.3.3,2020-06-06T18:22:53Z,3,"Es buena,algo por corregir,sería bueno poder utilizar más la app para varias cosas. Como, pago de servicios o otra cosas más.tambien algo complejo al iniciar sesión."
854,7.0,1.3.3,2020-06-07T16:26:26Z,5,Buena
857,7.0,1.3.3,2020-06-08T17:25:35Z,2,Aveces es lenta la aplicacion. Seria ideal poder utilizar bancos diferentes a servibanca
858,7.0,1.3.3,2020-06-09T00:26:29Z,5,Excelente servicio.
860,7.0,1.3.3,2020-06-09T02:02:45Z,1,"No sirve de nada, yo tengo mi usuario y mi clave y en la aplicación pide la contraseña de 6 números, inútil esta aplicación, además cancele un ola con Avantel desde el día 3 de marzo y compensar me sigue descontando los 32000 del plan y Avantel tampoco me soluciona nada"
862,7.0,1.3.3,2020-06-09T16:05:49Z,1,Muy mala. Por que. Dicen. Que. Enviaran un código para continuar y nunca llega el código tiene que mejorar ese detalle o como puedo solucionar. Este problema
865,7.0,1.3.3,2020-06-10T03:22:52Z,1,"No sirve para nada. La descargué para poder consultar el saldo de la tarjeta y no me deja ingresar la clave completa, por ende no me deja ingresar ni hacer ningún tipo de consulta"
866,7.0,1.3.3,2020-06-10T10:52:03Z,5,No he podido cambiar el pin transaccional
867,7.0,1.3.3,2020-06-10T16:20:16Z,1,No hay como colocar una queja y en línea nunca contestan eso me molesta mucho
868,7.0,1.3.3,2020-06-10T20:12:36Z,1,Es mala la aplicación entró con la clave luego me dise qué me envían una clave temporal por mensaje de texto pero nunca llega me comunico con compensar y las niñas no me solucionan nada no e podido retirar la cota menetaria ya que no tenga la targeta
870,7.0,1.3.3,2020-06-11T04:40:10Z,1,No muy mala no la puedo abrir dice lo mismo y no deja ingresar
878,7.0,1.3.3,2020-06-13T12:29:38Z,5,Muy buena
879,7.0,1.3.3,2020-06-13T16:16:57Z,2,Solo sirve para conocer el saldo. No permite transferencias a otras cuentas bancarias. Osea no sirve para nada porque antes el saldo lo conocía por medio de una llamada y si es una app ocupando memoria del celular innecesariamente.
883,7.0,1.3.3,2020-06-14T23:34:45Z,2,Llevo varios intentos para poder abrir la app y no me dejaba ahora me pide un pin transsaccional q lo mandan a mi numero de celular hace mas de dos horas esperando el dichoso pin y nada q llega 🤔😢alguien q?😭 responda por esto q me siento engañada
884,5.0,1.3.3,2020-06-16T15:45:12Z,1,"Sigue lo mismo Eso no sirve, NO me deja ingresar y se bloque sin dejar hacer nada. Malísima"
885,7.0,1.3.3,2020-06-16T21:39:11Z,5,👍🏻
886,7.0,1.3.3,2020-06-16T22:32:14Z,2,Muchas veces no carga la app y dice fallo
887,7.0,1.3.3,2020-06-16T22:35:31Z,1,"Pesima, es muuuuuy lenta y no esta disponible siempre"
888,7.0,1.3.3,2020-06-17T00:50:41Z,1,"Es una aplicación muy lenta, se bloquea y toca cerrar el app"
889,7.0,1.3.3,2020-06-17T01:56:17Z,5,Muy buena
890,7.0,1.3.3,2020-06-17T02:23:30Z,1,La verdad es la primera vez que la uso y que fracasó con esta aplicación no deja ingresar pésimo pésimo no se para que crean estás app que no sirven para nada. Solo para que uno pierda el tiempo
891,7.0,1.3.3,2020-06-17T02:40:48Z,3,Funciona a medias
892,7.0,1.3.3,2020-06-17T10:15:55Z,1,"Cuendo voy a retirar me.dice que no hay producto disponible, a veces no me.deja entrar, se demora días para entrar a la aplicación"
893,7.0,1.3.3,2020-06-17T11:28:19Z,2,"La pagina falla y hoy me esta diciendo que no tengo ningun producto para mostrar, que solucion hay ?"
894,7.0,1.3.3,2020-06-17T11:30:57Z,1,"Si pudiera le daba cero estrellas Ahora entro en la aplicación y me dice que no tengo productos no me aparece la tarjeta registrada, le da agregar y se bloquea Acepto que la app es muy buena idea y que presta buenas facilidades pero presenta muchas fallas y eso molesta mucho"
895,7.0,1.3.3,2020-06-17T12:35:56Z,1,Malísima ahora me sale que no tengo ningún producto por mostrar ...
896,7.0,1.3.3,2020-06-17T12:49:27Z,2,"No funciona,voy a consultar el saldo de subsidio y me indica que no tengo producto, desinstale la app la volví a instalar y tampoco, aparte me intento comunicar a la linea 3077004 opción 0 2 para consultar y se cae la llamada. Terrible servicio"
898,7.0,1.3.3,2020-06-17T14:05:18Z,1,"No pude realizar la inscripcion de la tarjeta de subsidio, xa ver si tenia saldo. No hay una guia."
899,7.0,1.3.3,2020-06-17T14:23:18Z,1,Pésima aplicación llevó más de una semana y no e podido registrarme esta lenta no deja ingresar 🙄😏
900,7.0,1.3.3,2020-06-17T15:02:34Z,1,"Falla muchísimo la app, además no permite que el dinero se pueda transferir a otras cuentas, sino que se retiré a través de punto red, lo cual es malísimo, no hay puntos cerca"
901,7.0,1.3.3,2020-06-17T15:35:23Z,1,No ne está haciendo útil en este momento pues al comienzo ingresaba normal pero ahora no deja entrar a la aplicación para mirar absolutamente nada
904,7.0,1.3.3,2020-06-17T17:34:30Z,1,"Mala , se queda cargando y luego me sale que no tengo ningún producto no puede mirar el subsidio ni nada"
905,7.0,1.3.3,2020-06-17T18:20:01Z,1,"Muy mal servicio, nose si es porque es nueva me ha pasado que no deja entra a la app que está fuera de servicio. Llevo ya más de un mes tratando de usar esto para retirar crédito rotativo y ha sido casi imposible encontrar un punto conexred en el que sepan de este convenio y en el único que medio tejían algo de idea intentaron y no se permitió el retiro por error en su plataforma. Ya pasé un caso y me dicen que desinstale la app y lo vuelva a hacer acabo de intentar y dice que fuera de servicio."
906,7.0,1.3.3,2020-06-17T18:20:57Z,2,Molesta mucho la aplicacion para poder ingresar
909,7.0,1.3.3,2020-06-17T20:59:48Z,1,No se deja configurar. Errores constantemente
